Time,Hour,Radiation,Temp,Dir,Spd,Time
68,12,0.23054755,0.730375427,150,0.323529412,68
68,13,0.265129683,0.76109215,170,0.274509804,68
68,14,0.190201729,0.750853242,150,0.284313725,68
68,15,0.13832853,0.747440273,130,0.215686275,68
68,16,0.11815562,0.757679181,120,0.205882353,68
68,17,0.066282421,0.744027304,130,0.215686275,68
68,18,0.028818444,0.744027304,120,0.205882353,68
68,19,0.002881844,0.726962457,280,0.098039216,68
68,20,0,0.730375427,130,0.147058824,68
69,6,0,0.720136519,120,0.264705882,69
69,7,0.017291066,0.744027304,130,0.284313725,69
69,8,0.149855908,0.788395904,130,0.294117647,69
69,9,0.371757925,0.825938567,130,0.254901961,69
69,10,0.342939481,0.747440273,270,0.196078431,69
69,11,0.265129683,0.733788396,160,0.284313725,69
69,12,0.775216138,0.849829352,30,0.068627451,69
69,13,0.890489914,0.883959044,160,0.196078431,69
69,14,0.760806916,0.894197952,160,0.215686275,69
69,15,0.239193084,0.771331058,,,69
69,16,0.219020173,0.784982935,,,69
69,17,0.141210375,0.791808874,150,0.12745098,69
69,18,0.051873199,0.791808874,170,0.078431373,69
69,19,0.005763689,0.757679181,120,0.029411765,69
69,20,0,0.767918089,160,0.137254902,69
70,6,0,0.733788396,120,0,70
70,7,0.020172911,0.733788396,110,0,70
70,8,0.193083573,0.795221843,130,0.019607843,70
70,9,0.391930836,0.85665529,130,0.107843137,70
70,10,0.662824207,0.887372014,130,0.205882353,70
70,11,0.737752161,0.907849829,130,0.264705882,70
70,12,0.916426513,0.907849829,120,0.284313725,70
70,13,0.78962536,0.877133106,130,0.205882353,70
70,14,0.207492795,0.849829352,120,0.166666667,70
70,15,0.602305476,0.866894198,120,0.235294118,70
70,16,0.242074928,0.85665529,110,0.225490196,70
70,17,0.386167147,0.877133106,120,0.137254902,70
70,18,0.149855908,0.832764505,110,0.147058824,70
70,19,0.008645533,0.791808874,110,0.088235294,70
70,20,0,0.778156997,120,0.078431373,70
71,6,0,0.744027304,270,0.019607843,71
71,7,0.020172911,0.747440273,270,0,71
71,8,0.09221902,0.76109215,260,0.019607843,71
71,9,0.144092219,0.781569966,270,0.049019608,71
71,10,0.461095101,0.812286689,260,0.215686275,71
71,11,0.631123919,0.843003413,270,0.196078431,71
71,12,0.795389049,0.870307167,270,0.215686275,71
71,13,0.648414986,0.887372014,260,0.274509804,71
71,14,0.723342939,0.890784983,270,0.225490196,71
71,15,0.328530259,0.863481229,260,0.12745098,71
71,16,0.109510086,0.853242321,280,0.019607843,71
71,17,0.07204611,0.853242321,170,0,71
71,18,0.043227666,0.839590444,120,0.019607843,71
71,19,0.002881844,0.832764505,330,0,71
71,20,0,0.812286689,120,0.078431373,71
72,6,0,0.675767918,120,0.019607843,72
72,7,0.031700288,0.696245734,110,0.107843137,72
72,8,0.170028818,0.757679181,120,0.12745098,72
72,9,0.400576369,0.829351536,120,0.117647059,72
72,10,0.279538905,0.791808874,,,72
72,11,0.409221902,0.829351536,120,0.284313725,72
72,12,0.878962536,0.901023891,,,72
72,13,0.585014409,0.839590444,,,72
72,14,0.582132565,0.863481229,130,0.235294118,72
72,15,0.556195965,0.883959044,,,72
72,16,0.276657061,0.832764505,120,0.294117647,72
72,17,0.18443804,0.80887372,110,0.31372549,72
72,18,0.115273775,0.788395904,120,0.274509804,72
72,19,0.008645533,0.754266212,110,0.245098039,72
72,20,0,0.750853242,120,0.225490196,72
73,6,0,0.737201365,120,0.137254902,73
73,7,0.034582133,0.744027304,110,0.205882353,73
73,8,0.181556196,0.788395904,110,0.176470588,73
73,9,0.265129683,0.825938567,120,0.225490196,73
73,10,0.417867435,0.839590444,120,0.254901961,73
73,11,0.622478386,0.873720137,120,0.31372549,73
73,12,0.602305476,0.887372014,130,0.303921569,73
73,13,0.945244957,0.897610922,130,0.31372549,73
73,14,0.916426513,0.901023891,130,0.323529412,73
73,15,0.783861671,0.883959044,130,0.323529412,73
73,16,0.613832853,0.866894198,120,0.303921569,73
73,17,0.371757925,0.843003413,120,0.323529412,73
73,18,0.129682997,0.798634812,110,0.264705882,73
73,19,0.008645533,0.764505119,110,0.274509804,73
73,20,0,0.76109215,120,0.147058824,73
74,6,0,0.733788396,120,0,74
74,7,0.031700288,0.754266212,130,0.039215686,74
74,8,0.216138329,0.815699659,140,0.029411765,74
74,9,0.360230548,0.832764505,130,0.029411765,74
74,10,0.567723343,0.873720137,110,0.137254902,74
74,11,0.752161383,0.918088737,120,0.156862745,74
74,12,0.602305476,0.901023891,120,0.156862745,74
74,13,0.484149856,0.860068259,120,0.176470588,74
74,14,0.308357349,0.880546075,120,0.196078431,74
74,15,0.714697406,0.890784983,110,0.264705882,74
74,16,0.556195965,0.849829352,110,0.303921569,74
74,17,0.322766571,0.853242321,110,0.31372549,74
74,18,0.141210375,0.80887372,110,0.264705882,74
74,19,0.008645533,0.774744027,110,0.196078431,74
74,20,0,0.764505119,110,0.245098039,74
75,6,0,0.740614334,120,0,75
75,7,0.048991354,0.771331058,150,0,75
75,8,0.181556196,0.802047782,130,0,75
75,9,0.432276657,0.85665529,220,0,75
75,10,0.69740634,0.860068259,150,0.039215686,75
75,11,0.682997118,0.853242321,260,0.058823529,75
75,12,0.538904899,0.911262799,,,75
75,13,0.438040346,0.870307167,270,0.098039216,75
75,14,0.501440922,0.873720137,270,0.225490196,75
75,15,0.452449568,0.883959044,270,0.215686275,75
75,16,0.57925072,0.887372014,260,0.235294118,75
75,17,0.354466859,0.853242321,260,0.284313725,75
75,18,0.13832853,0.839590444,260,0.176470588,75
75,19,0.008645533,0.80887372,260,0.137254902,75
75,20,0,0.805460751,270,0.098039216,75
76,6,0,0.76109215,290,0,76
76,7,0.043227666,0.774744027,290,0,76
76,8,0.221902017,0.802047782,280,0.019607843,76
76,9,0.325648415,0.80887372,280,0.098039216,76
76,10,0.383285303,0.791808874,260,0.254901961,76
76,11,0.443804035,0.836177474,270,0.147058824,76
76,12,0.749279539,0.870307167,270,0.235294118,76
76,13,0.659942363,0.890784983,230,0.156862745,76
76,14,0.775216138,0.887372014,270,0.215686275,76
76,15,0.740634006,0.924914676,270,0.137254902,76
76,16,0.570605187,0.928327645,,,76
76,17,0.354466859,0.901023891,140,0.117647059,76
76,18,0.126801153,0.866894198,210,0.019607843,76
76,19,0.008645533,0.839590444,170,0.088235294,76
76,20,0,0.805460751,90,0.019607843,76
77,6,0,0.767918089,260,0,77
77,7,0.020172911,0.781569966,270,0,77
77,8,0.129682997,0.795221843,270,0.029411765,77
77,9,0.158501441,0.819112628,260,0.068627451,77
77,10,0.268011527,0.846416382,240,0.029411765,77
77,11,0.317002882,0.853242321,270,0.156862745,77
77,12,0.406340058,0.860068259,270,0.166666667,77
77,13,0.236311239,0.866894198,290,0.068627451,77
77,14,0.282420749,0.877133106,290,0.088235294,77
77,15,0.438040346,0.90443686,150,0.107843137,77
77,16,0.299711816,0.846416382,,,77
77,17,0.106628242,0.829351536,290,0.215686275,77
77,18,0.040345821,0.802047782,290,0.117647059,77
77,19,0.005763689,0.798634812,180,0.009803922,77
77,20,0,0.798634812,290,0.117647059,77
78,6,0,0.726962457,110,0.098039216,78
78,7,0.020172911,0.730375427,30,0.117647059,78
78,8,0.100864553,0.76109215,40,0.147058824,78
78,9,0.340057637,0.791808874,90,0.166666667,78
78,10,0.115273775,0.720136519,130,0.31372549,78
78,11,0.285302594,0.754266212,,,78
78,12,0.570605187,0.839590444,120,0.294117647,78
78,13,0.910662824,0.883959044,120,0.264705882,78
78,14,0.844380403,0.883959044,120,0.392156863,78
78,15,0.714697406,0.85665529,120,0.382352941,78
78,16,0.501440922,0.839590444,120,0.401960784,78
78,17,0.291066282,0.822525597,110,0.333333333,78
78,18,0.089337176,0.788395904,120,0.303921569,78
78,19,0.002881844,0.778156997,110,0.343137255,78
78,20,0,0.778156997,120,0.362745098,78
79,6,0,0.737201365,70,0.303921569,79
79,7,0.014409222,0.737201365,70,0.294117647,79
79,8,0.126801153,0.754266212,70,0.303921569,79
79,9,0.23054755,0.771331058,70,0.274509804,79
79,10,0.152737752,0.76109215,80,0.245098039,79
79,11,0.383285303,0.802047782,80,0.294117647,79
79,12,0.619596542,0.778156997,100,0.392156863,79
79,13,0.904899135,0.812286689,100,0.401960784,79
79,14,0.755043228,0.791808874,110,0.421568627,79
79,15,0.380403458,0.788395904,110,0.284313725,79
79,16,0.383285303,0.791808874,120,0.382352941,79
79,17,0.21037464,0.784982935,100,0.31372549,79
79,18,0.100864553,0.781569966,110,0.323529412,79
79,19,0.005763689,0.781569966,110,0.392156863,79
79,20,0,0.778156997,110,0.392156863,79
80,6,0,0.737201365,80,0.333333333,80
80,7,0.017291066,0.737201365,80,0.401960784,80
80,8,0.100864553,0.754266212,70,0.382352941,80
80,9,0.268011527,0.767918089,70,0.421568627,80
80,10,0.227665706,0.774744027,80,0.323529412,80
80,11,0.541786744,0.80887372,70,0.31372549,80
80,12,0.461095101,0.788395904,100,0.431372549,80
80,13,0.515850144,0.815699659,110,0.480392157,80
80,14,0.293948127,0.791808874,110,0.509803922,80
80,15,0.291066282,0.798634812,110,0.450980392,80
80,16,0.219020173,0.795221843,110,0.401960784,80
80,17,0.158501441,0.788395904,120,0.421568627,80
80,18,0.057636888,0.771331058,120,0.382352941,80
80,19,0.002881844,0.767918089,120,0.441176471,80
80,20,0,0.764505119,120,0.441176471,80
81,6,0,0.726962457,110,0.37254902,81
81,7,0.028818444,0.730375427,100,0.215686275,81
81,8,0.195965418,0.771331058,100,0.18627451,81
81,9,0.426512968,0.815699659,90,0.205882353,81
81,10,0.648414986,0.839590444,120,0.382352941,81
81,11,0.746397695,0.860068259,120,0.401960784,81
81,12,0.766570605,0.870307167,120,0.411764706,81
81,13,0.910662824,0.866894198,120,0.450980392,81
81,14,0.806916427,0.880546075,120,0.323529412,81
81,15,0.694524496,0.870307167,140,0.31372549,81
81,16,0.5129683,0.866894198,140,0.274509804,81
81,17,0.308357349,0.822525597,120,0.303921569,81
81,18,0.089337176,0.774744027,130,0.31372549,81
81,19,0.002881844,0.747440273,120,0.284313725,81
81,20,0,0.744027304,110,0.196078431,81
82,6,0,0.740614334,270,0.058823529,82
82,7,0.025936599,0.757679181,300,0.107843137,82
82,8,0.172910663,0.781569966,360,0.147058824,82
82,9,0.409221902,0.819112628,20,0.323529412,82
82,10,0.634005764,0.85665529,20,0.392156863,82
82,11,0.78962536,0.880546075,20,0.450980392,82
82,12,0.867435159,0.911262799,10,0.37254902,82
82,13,0.876080692,0.938566553,30,0.196078431,82
82,14,0.780979827,0.928327645,350,0.245098039,82
82,15,0.515850144,0.897610922,260,0.31372549,82
82,16,0.291066282,0.914675768,300,0.196078431,82
82,17,0.253602305,0.924914676,,,82
82,18,0.103746398,0.897610922,360,0.264705882,82
82,19,0.002881844,0.887372014,350,0.215686275,82
82,20,0,0.887372014,350,0.323529412,82
83,6,0,0.750853242,250,0.078431373,83
83,7,0.028818444,0.757679181,210,0.049019608,83
83,8,0.175792507,0.788395904,330,0.029411765,83
83,9,0.389048991,0.825938567,350,0.078431373,83
83,10,0.585014409,,,,83
83,11,0.729106628,0.870307167,,,83
83,12,0.818443804,0.901023891,20,0.205882353,83
83,13,0.832853026,0.914675768,320,0.264705882,83
83,14,0.74351585,0.935153584,350,0.303921569,83
83,15,0.423631124,0.873720137,300,0.31372549,83
83,16,0.18443804,0.901023891,,,83
83,17,0.141210375,0.894197952,,,83
83,18,0.054755043,0.877133106,10,0.254901961,83
83,19,0.002881844,0.853242321,360,0.284313725,83
83,20,0,0.836177474,350,0.254901961,83
84,6,0,0.730375427,280,0.176470588,84
84,7,0.025936599,0.726962457,280,0.205882353,84
84,8,0.18443804,0.764505119,,,84
84,9,0.383285303,0.795221843,270,0.068627451,84
84,10,0.582132565,0.819112628,250,0.147058824,84
84,11,0.717579251,0.846416382,260,0.225490196,84
84,12,0.752161383,0.877133106,260,0.196078431,84
84,13,0.677233429,0.866894198,230,0.225490196,84
84,14,0.755043228,0.877133106,270,0.225490196,84
84,15,0.654178674,0.873720137,,,84
84,16,0.469740634,0.877133106,260,0.215686275,84
84,17,0.279538905,0.860068259,280,0.274509804,84
84,18,0.103746398,0.839590444,280,0.18627451,84
84,19,0.002881844,0.825938567,260,0.147058824,84
84,20,0,0.825938567,260,0.156862745,84
85,6,0,0.747440273,270,0.088235294,85
85,7,0.031700288,0.757679181,260,0.117647059,85
85,8,0.149855908,0.774744027,260,0.137254902,85
85,9,0.25648415,0.819112628,260,0.117647059,85
85,10,0.613832853,0.843003413,260,0.117647059,85
85,11,0.46685879,0.839590444,270,0.18627451,85
85,12,0.337175793,0.866894198,260,0.137254902,85
85,13,0.463976945,0.948805461,140,0.225490196,85
85,14,0.763688761,0.945392491,130,0.245098039,85
85,15,0.334293948,0.866894198,110,0.323529412,85
85,16,0.190201729,0.853242321,110,0.284313725,85
85,17,0.250720461,0.849829352,110,0.245098039,85
85,18,0.060518732,0.812286689,110,0.147058824,85
85,19,0.002881844,0.795221843,110,0.058823529,85
85,20,0,0.791808874,110,0.029411765,85
86,6,0,0.750853242,260,0,86
86,7,0.020172911,0.750853242,110,0,86
86,8,0.149855908,0.805460751,50,0.049019608,86
86,9,0.296829971,0.849829352,20,0.029411765,86
86,10,0.515850144,0.883959044,40,0.068627451,86
86,11,0.665706052,0.914675768,30,0.107843137,86
86,12,0.662824207,0.941979522,120,0.156862745,86
86,13,0.657060519,0.982935154,120,0.264705882,86
86,14,0.775216138,0.972696246,130,0.303921569,86
86,15,0.677233429,0.948805461,140,0.303921569,86
86,16,0.4870317,0.90443686,140,0.352941176,86
86,17,0.181556196,0.846416382,130,0.31372549,86
86,18,0.051873199,0.812286689,110,0.264705882,86
86,19,0.002881844,0.798634812,110,0.254901961,86
86,20,0,0.795221843,120,0.31372549,86
87,6,0,0.744027304,80,0.284313725,87
87,7,0.011527378,0.744027304,90,0.352941176,87
87,8,0.115273775,0.757679181,100,0.343137255,87
87,9,0.311239193,0.784982935,110,0.31372549,87
87,10,0.368876081,0.795221843,110,0.303921569,87
87,11,0.619596542,0.832764505,110,0.362745098,87
87,12,0.798270893,0.873720137,100,0.352941176,87
87,13,0.850144092,0.866894198,120,0.529411765,87
87,14,0.763688761,0.873720137,120,0.450980392,87
87,15,0.631123919,0.832764505,110,0.460784314,87
87,16,0.412103746,0.812286689,110,0.37254902,87
87,17,0.25648415,0.781569966,120,0.37254902,87
87,18,0.054755043,0.750853242,110,0.333333333,87
87,19,0.002881844,0.737201365,120,0.343137255,87
87,20,0,0.709897611,120,0.392156863,87
88,6,0,0.66894198,120,0.343137255,88
88,7,0.002881844,0.675767918,110,0.294117647,88
88,8,0.011527378,0.648464164,70,0.294117647,88
88,9,0.121037464,0.696245734,80,0.323529412,88
88,10,0.478386167,0.744027304,100,0.411764706,88
88,11,0.726224784,0.76109215,120,0.539215686,88
88,12,0.824207493,0.788395904,120,0.480392157,88
88,13,0.841498559,0.795221843,120,0.362745098,88
88,14,0.78962536,0.788395904,120,0.37254902,88
88,15,0.703170029,0.771331058,120,0.382352941,88
88,16,0.423631124,0.757679181,110,0.31372549,88
88,17,0.270893372,0.730375427,120,0.264705882,88
88,18,0.086455331,0.692832765,120,0.245098039,88
88,19,0.002881844,0.679180887,110,0.274509804,88
88,20,0,0.686006826,120,0.245098039,88
89,6,0,0.655290102,80,0.225490196,89
89,7,0.017291066,0.658703072,70,0.137254902,89
89,8,0.161383285,0.696245734,100,0.156862745,89
89,9,0.380403458,0.747440273,90,0.166666667,89
89,10,0.57925072,0.791808874,,,89
89,11,0.717579251,0.846416382,,,89
89,12,0.792507205,0.815699659,120,0.196078431,89
89,13,0.726224784,0.883959044,60,0.12745098,89
89,14,0.775216138,0.873720137,130,0.245098039,89
89,15,0.657060519,0.849829352,120,0.274509804,89
89,16,0.46685879,0.829351536,120,0.225490196,89
89,17,0.21037464,0.774744027,120,0.245098039,89
89,18,0.07204611,0.726962457,120,0.215686275,89
89,19,0.002881844,0.703071672,120,0.205882353,89
89,20,0,0.689419795,110,0.196078431,89
90,6,0,0.662116041,120,0,90
90,7,0.014409222,0.682593857,120,0.039215686,90
90,8,0.144092219,0.733788396,120,0.137254902,90
90,9,0.25648415,0.784982935,130,0.166666667,90
90,10,0.426512968,0.791808874,130,0.156862745,90
90,11,0.414985591,0.774744027,140,0.009803922,90
90,12,0.132564841,0.781569966,270,0,90
90,13,0.276657061,0.778156997,270,0.039215686,90
90,14,0.048991354,0.706484642,270,0.039215686,90
90,15,0.074927954,0.71331058,60,0,90
90,16,0.178674352,0.750853242,110,0.12745098,90
90,17,0.086455331,0.733788396,110,0.107843137,90
90,18,0.037463977,0.71331058,110,0.147058824,90
90,19,0.002881844,0.699658703,110,0.156862745,90
90,20,0,0.703071672,110,0.166666667,90
91,6,0,0.692832765,120,0.156862745,91
91,7,0.017291066,0.703071672,120,0.156862745,91
91,8,0.146974063,0.740614334,110,0.215686275,91
91,9,0.060518732,0.675767918,80,0.156862745,91
91,10,0.363112392,0.767918089,100,0.205882353,91
91,11,0.527377522,0.802047782,110,0.235294118,91
91,12,0.729106628,0.822525597,100,0.274509804,91
91,13,0.763688761,0.853242321,120,0.303921569,91
91,14,0.711815562,0.849829352,110,0.352941176,91
91,15,0.538904899,0.825938567,120,0.294117647,91
91,16,0.481268012,0.829351536,120,0.323529412,91
91,17,0.296829971,0.791808874,130,0.31372549,91
91,18,0.080691643,0.733788396,130,0.264705882,91
91,19,0.002881844,0.71331058,120,0.245098039,91
91,20,0,0.706484642,110,0.225490196,91
92,6,0,0.675767918,110,0.196078431,92
92,7,0.002881844,0.675767918,90,0.107843137,92
92,8,0.031700288,0.679180887,120,0.18627451,92
92,9,0.089337176,0.703071672,100,0.225490196,92
92,10,0.250720461,0.733788396,100,0.294117647,92
92,11,0.409221902,0.798634812,120,0.303921569,92
92,12,0.734870317,0.832764505,110,0.333333333,92
92,13,0.714697406,0.843003413,120,0.294117647,92
92,14,0.775216138,0.853242321,110,0.323529412,92
92,15,0.680115274,0.85665529,130,0.254901961,92
92,16,0.489913545,0.819112628,140,0.294117647,92
92,17,0.273775216,0.784982935,140,0.235294118,92
92,18,0.074927954,0.737201365,120,0.235294118,92
92,19,0,0.716723549,110,0.245098039,92
92,20,0,0.706484642,120,0.215686275,92
93,6,0,0.692832765,110,0.088235294,93
93,7,0.017291066,0.699658703,110,0.049019608,93
93,8,0.129682997,0.744027304,100,0.078431373,93
93,9,0.314121037,0.771331058,120,0.12745098,93
93,10,0.510086455,0.849829352,120,0.196078431,93
93,11,0.757925072,0.877133106,130,0.264705882,93
93,12,0.850144092,0.890784983,130,0.264705882,93
93,13,0.853025937,0.894197952,120,0.254901961,93
93,14,0.795389049,0.883959044,130,0.294117647,93
93,15,0.665706052,0.863481229,130,0.284313725,93
93,16,0.481268012,0.836177474,120,0.254901961,93
93,17,0.259365994,0.795221843,120,0.254901961,93
93,18,0.066282421,0.750853242,130,0.225490196,93
93,19,0,0.730375427,120,0.205882353,93
93,20,0,0.716723549,120,0.196078431,93
94,6,0,0.679180887,110,0,94
94,7,0.023054755,0.689419795,110,0,94
94,8,0.146974063,0.747440273,120,0.029411765,94
94,9,0.365994236,0.812286689,120,0.176470588,94
94,10,0.550432277,0.853242321,130,0.215686275,94
94,11,0.717579251,0.883959044,140,0.264705882,94
94,12,0.81556196,0.914675768,150,0.235294118,94
94,13,0.855907781,0.918088737,120,0.274509804,94
94,14,0.775216138,0.918088737,120,0.225490196,94
94,15,0.435158501,0.853242321,120,0.245098039,94
94,16,0.253602305,0.846416382,110,0.18627451,94
94,17,0.121037464,0.802047782,110,0.176470588,94
94,18,0.043227666,0.771331058,110,0.137254902,94
94,19,0,0.744027304,120,0.12745098,94
94,20,0,0.740614334,110,0.098039216,94
95,6,0,0.71331058,120,0.029411765,95
95,7,0.011527378,0.723549488,120,0,95
95,8,0.077809798,0.754266212,120,0.029411765,95
95,9,0.198847262,0.781569966,120,0.068627451,95
95,10,0.334293948,0.822525597,120,0.12745098,95
95,11,0.368876081,0.853242321,120,0.245098039,95
95,12,0.288184438,0.822525597,120,0.254901961,95
95,13,0.766570605,0.890784983,120,0.284313725,95
95,14,0.737752161,0.883959044,120,0.274509804,95
95,15,0.622478386,0.866894198,130,0.274509804,95
95,16,0.463976945,0.836177474,120,0.294117647,95
95,17,0.259365994,0.80887372,120,0.274509804,95
95,18,0.051873199,0.76109215,110,0.303921569,95
95,19,0,0.750853242,110,0.284313725,95
95,20,0,0.747440273,120,0.303921569,95
96,6,0,0.631399317,20,0.176470588,96
96,7,0.025936599,0.645051195,30,0.254901961,96
96,8,0.112391931,0.66894198,40,0.166666667,96
96,9,0.34870317,0.692832765,30,0.31372549,96
96,10,0.567723343,0.737201365,30,0.274509804,96
96,11,0.729106628,0.76109215,20,0.235294118,96
96,12,0.720461095,0.784982935,10,0.254901961,96
96,13,0.389048991,0.76109215,40,0.176470588,96
96,14,0.253602305,0.747440273,10,0.166666667,96
96,15,0.233429395,0.726962457,360,0.264705882,96
96,16,0.146974063,0.709897611,10,0.294117647,96
96,17,0.063400576,0.703071672,30,0.12745098,96
96,18,0.023054755,0.686006826,40,0.18627451,96
96,19,0,0.66894198,40,0.245098039,96
96,20,0,0.655290102,50,0.205882353,96
97,6,0,0.566552901,10,0.215686275,97
97,7,0.020172911,0.56996587,20,0.176470588,97
97,8,0.11815562,0.583617747,30,0.196078431,97
97,9,0.221902017,0.614334471,40,0.18627451,97
97,10,0.374639769,0.662116041,60,0.176470588,97
97,11,0.703170029,0.709897611,100,0.18627451,97
97,12,0.81556196,0.740614334,110,0.196078431,97
97,13,0.821325648,0.791808874,120,0.196078431,97
97,14,0.634005764,0.76109215,120,0.18627451,97
97,15,0.582132565,0.764505119,130,0.284313725,97
97,16,0.458213256,0.747440273,130,0.31372549,97
97,17,0.233429395,0.699658703,120,0.245098039,97
97,18,0.054755043,0.679180887,120,0.245098039,97
97,19,0,0.682593857,120,0.205882353,97
97,20,0,0.682593857,120,0.235294118,97
98,6,0,0.597269625,50,0.137254902,98
98,7,0.014409222,0.597269625,50,0.078431373,98
98,8,0.097982709,0.624573379,40,0.147058824,98
98,9,0.305475504,0.66894198,30,0.323529412,98
98,10,0.5129683,0.703071672,20,0.235294118,98
98,11,0.576368876,0.76109215,20,0.205882353,98
98,12,0.74351585,0.795221843,120,0.225490196,98
98,13,0.608069164,0.781569966,120,0.274509804,98
98,14,0.634005764,0.778156997,120,0.31372549,98
98,15,0.417867435,0.747440273,120,0.264705882,98
98,16,0.39481268,0.723549488,120,0.254901961,98
98,17,0.227665706,0.720136519,120,0.18627451,98
98,18,0.051873199,0.679180887,130,0.205882353,98
98,19,0,0.66552901,110,0.18627451,98
98,20,0,0.66894198,100,0.147058824,98
99,6,0,0.597269625,20,0.18627451,99
99,7,0.023054755,0.600682594,50,0.098039216,99
99,8,0.167146974,0.641638225,50,0.166666667,99
99,9,0.377521614,0.689419795,40,0.18627451,99
99,10,0.573487032,0.723549488,40,0.274509804,99
99,11,0.723342939,0.76109215,50,0.18627451,99
99,12,0.809798271,0.791808874,110,0.156862745,99
99,13,0.832853026,0.798634812,110,0.254901961,99
99,14,0.760806916,0.836177474,120,0.245098039,99
99,15,0.65129683,0.822525597,130,0.323529412,99
99,16,0.452449568,0.784982935,130,0.31372549,99
99,17,0.23054755,0.747440273,,,99
99,18,0.057636888,0.703071672,110,0.225490196,99
99,19,0,0.706484642,120,0.156862745,99
99,20,0,0.699658703,110,0.235294118,99
100,6,0,0.61774744,30,0.196078431,100
100,7,0.020172911,0.61774744,40,0.235294118,100
100,8,0.129682997,0.638225256,30,0.245098039,100
100,9,0.354466859,0.686006826,40,0.215686275,100
100,10,0.541786744,0.709897611,30,0.156862745,100
100,11,0.622478386,0.76109215,10,0.176470588,100
100,12,0.726224784,0.825938567,120,0.215686275,100
100,13,0.57925072,0.781569966,140,0.31372549,100
100,14,0.613832853,0.781569966,130,0.274509804,100
100,15,0.576368876,0.767918089,130,0.284313725,100
100,16,0.262247839,0.723549488,,,100
100,17,0.13832853,0.703071672,130,0.274509804,100
100,18,0.031700288,0.672354949,110,0.245098039,100
100,19,0,0.66894198,110,0.274509804,100
100,20,0,0.672354949,120,0.264705882,100
101,6,0,0.600682594,50,0.235294118,101
101,7,0.020172911,0.597269625,50,0.196078431,101
101,8,0.155619597,0.627986348,50,0.078431373,101
101,9,0.351585014,0.675767918,40,0.215686275,101
101,10,0.544668588,0.71331058,20,0.205882353,101
101,11,0.706051873,0.750853242,10,0.205882353,101
101,12,0.795389049,0.774744027,360,0.235294118,101
101,13,0.821325648,0.784982935,10,0.254901961,101
101,14,0.731988473,0.805460751,10,0.196078431,101
101,15,0.628242075,0.825938567,20,0.156862745,101
101,16,0.400576369,0.791808874,110,0.088235294,101
101,17,0.181556196,0.747440273,260,0.137254902,101
101,18,0.040345821,0.686006826,110,0.137254902,101
101,19,0,0.662116041,110,0.176470588,101
101,20,0,0.655290102,,,101
102,6,0,0.600682594,50,0.284313725,102
102,7,0.017291066,0.607508532,40,0.215686275,102
102,8,0.146974063,0.627986348,20,0.196078431,102
102,9,0.342939481,0.672354949,30,0.196078431,102
102,10,0.541786744,0.716723549,10,0.166666667,102
102,11,0.674351585,0.740614334,10,0.225490196,102
102,12,0.766570605,0.757679181,10,0.274509804,102
102,13,0.746397695,0.771331058,20,0.254901961,102
102,14,0.642651297,0.791808874,360,0.245098039,102
102,15,0.585014409,0.781569966,10,0.235294118,102
102,16,0.386167147,0.774744027,30,0.18627451,102
102,17,0.155619597,0.744027304,10,0.196078431,102
102,18,0.034582133,0.726962457,360,0.235294118,102
102,19,0,0.706484642,40,0.18627451,102
102,20,0,0.696245734,40,0.147058824,102
103,6,0,0.576791809,20,0.37254902,103
103,7,0.017291066,0.583617747,30,0.235294118,103
103,8,0.132564841,0.604095563,10,0.137254902,103
103,9,0.262247839,0.651877133,,,103
103,10,0.501440922,0.66894198,30,0.284313725,103
103,11,0.677233429,0.723549488,10,0.205882353,103
103,12,0.74351585,0.764505119,360,0.205882353,103
103,13,0.587896254,0.754266212,120,0.196078431,103
103,14,0.622478386,0.802047782,140,0.225490196,103
103,15,0.296829971,0.726962457,140,0.176470588,103
103,16,0.149855908,0.706484642,130,0.098039216,103
103,17,0.121037464,0.696245734,120,0.12745098,103
103,18,0.034582133,0.658703072,110,0.166666667,103
103,19,0,0.641638225,120,0.107843137,103
103,20,0,0.641638225,110,0.176470588,103
104,6,0,0.583617747,360,0.176470588,104
104,7,0,0.583617747,10,0.098039216,104
104,8,0.014409222,0.583617747,40,0.166666667,104
104,9,0.161383285,0.62116041,50,0.205882353,104
104,10,0.233429395,,,,104
104,11,0.201729107,0.641638225,,,104
104,12,0.446685879,0.699658703,70,0.058823529,104
104,13,0.564841499,0.757679181,20,0.107843137,104
104,14,0.4870317,0.720136519,20,0.098039216,104
104,15,0.268011527,0.696245734,10,0.264705882,104
104,16,0.21037464,0.686006826,10,0.215686275,104
104,17,0.103746398,0.66894198,350,0.245098039,104
104,18,0.040345821,0.655290102,360,0.235294118,104
104,19,0,0.641638225,350,0.254901961,104
104,20,0,0.627986348,10,0.18627451,104
105,6,0,0.52559727,10,0.215686275,105
105,7,0.017291066,0.5221843,10,0.137254902,105
105,8,0.144092219,0.549488055,360,0.196078431,105
105,9,0.219020173,0.566552901,360,0.215686275,105
105,10,0.504322767,0.624573379,10,0.264705882,105
105,11,0.674351585,0.689419795,20,0.196078431,105
105,12,0.703170029,0.696245734,10,0.205882353,105
105,13,0.556195965,0.692832765,10,0.254901961,105
105,14,0.665706052,0.709897611,360,0.215686275,105
105,15,0.556195965,0.706484642,10,0.215686275,105
105,16,0.391930836,0.706484642,,,105
